community,,14365,,3395,,305,,1640,,1955,,535,,894,,1095,,174,,598,,728,,124,Province / Territory,Population
Knight Inlet,pre-2000-single,12,2001-2015-single,0,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,BC,50
Kugaaruk,pre-2000-single,85,2001-2015-single,0,post-2016-single,0,pre-2000-semi,10,2001-2015-semi,15,post-2016-semi,0,pre-2000-row-mid,6,2001-2015-row-mid,24,post-2016-row-mid,30,pre-2000-row-end,4,2001-2015-row-end,16,post-2016-row-end,20,NU,1033
Kugluktuk,pre-2000-single,175,2001-2015-single,5,post-2016-single,0,pre-2000-semi,5,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,63,2001-2015-row-mid,39,post-2016-row-mid,24,pre-2000-row-end,42,2001-2015-row-end,26,post-2016-row-end,16,NU,1382
Kulkayu,pre-2000-single,20,2001-2015-single,15,post-2016-single,5,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,BC,124
Kuujjuaq,pre-2000-single,255,2001-2015-single,25,post-2016-single,0,pre-2000-semi,125,2001-2015-semi,265,post-2016-semi,15,pre-2000-row-mid,0,2001-2015-row-mid,27,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,18,post-2016-row-end,0,QC,2668
Kuujjuarapik,pre-2000-single,50,2001-2015-single,40,post-2016-single,0,pre-2000-semi,40,2001-2015-semi,40,post-2016-semi,0,pre-2000-row-mid,3,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,2,2001-2015-row-end,0,post-2016-row-end,0,QC,792
Kwadacha,pre-2000-single,15,2001-2015-single,45,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,3,post-2016-row-mid,9,pre-2000-row-end,0,2001-2015-row-end,2,post-2016-row-end,6,BC,242
Lac Brochet,pre-2000-single,120,2001-2015-single,15,post-2016-single,0,pre-2000-semi,10,2001-2015-semi,0,post-2016-semi,5,pre-2000-row-mid,0,2001-2015-row-mid,3,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,2,post-2016-row-end,0,MB,641
Les Îles-a-la-Madeleine,pre-2000-single,4205,2001-2015-single,505,post-2016-single,25,pre-2000-semi,110,2001-2015-semi,75,post-2016-semi,15,pre-2000-row-mid,30,2001-2015-row-mid,33,post-2016-row-mid,0,pre-2000-row-end,20,2001-2015-row-end,22,post-2016-row-end,0,QC,12190
Liard First Nation,pre-2000-single,35,2001-2015-single,0,post-2016-single,15,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,YT,119
L'Île d'Anticosti,pre-2000-single,30,2001-2015-single,40,post-2016-single,0,pre-2000-semi,10,2001-2015-semi,5,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,QC,177
Lodge Bay,pre-2000-single,0,2001-2015-single,25,post-2016-single,5,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NL,61
Lower Post,pre-2000-single,35,2001-2015-single,0,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,BC,119
Lutselk'e,pre-2000-single,50,2001-2015-single,40,post-2016-single,5,pre-2000-semi,10,2001-2015-semi,10,post-2016-semi,0,pre-2000-row-mid,6,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,4,2001-2015-row-end,0,post-2016-row-end,0,NT,333
Makkovik,pre-2000-single,105,2001-2015-single,20,post-2016-single,10,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NL,365
Mary's Harbour,pre-2000-single,0,2001-2015-single,55,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,3,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,2,post-2016-row-end,0,NL,312
Masset,pre-2000-single,185,2001-2015-single,50,post-2016-single,0,pre-2000-semi,105,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,3,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,2,post-2016-row-end,0,BC,838
McCallum,pre-2000-single,0,2001-2015-single,20,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NL,45
Nahanni Butte,pre-2000-single,0,2001-2015-single,30,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NT,81
Nain,pre-2000-single,165,2001-2015-single,45,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NL,847
Natuashish 2,pre-2000-single,0,2001-2015-single,150,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,10,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NL,856
Naujaat,pre-2000-single,0,2001-2015-single,110,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,15,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,45,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,30,post-2016-row-end,0,NU,1225
Neskantaga,pre-2000-single,0,2001-2015-single,70,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,ON,244
Norman's Bay,pre-2000-single,5,2001-2015-single,0,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,NL,15
Oba,pre-2000-single,0,2001-2015-single,1,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,ON,5
Obedjiwan,pre-2000-single,275,2001-2015-single,60,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,40,post-2016-semi,35,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,QC,1991
Ogoki,pre-2000-single,0,2001-2015-single,55,post-2016-single,0,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,ON,243
Old Crow,pre-2000-single,105,2001-2015-single,0,post-2016-single,5,pre-2000-semi,0,2001-2015-semi,0,post-2016-semi,0,pre-2000-row-mid,0,2001-2015-row-mid,0,post-2016-row-mid,0,pre-2000-row-end,0,2001-2015-row-end,0,post-2016-row-end,0,YT,236
